actions_taken,booking_id,created_date,description,incident_datetime,incident_id,incident_type,involved_inmates,involved_staff,location,person_id,referral_to_outside_agency
"[""ISOLATION"", ""EVIDENCE_SEIZED"", ""DISCIPLINARY""]",dc346dec-e898-488b-bd78-5a150459ac85,2025-09-15 10:43:48,Contraband discovered during cell search.,2025-05-10 21:37:49,JINC-736931e9-6378-46c4-8e06-88ca45ef42e5,SELF_HARM,"[""accb5ab3-c931-4d29-b009-5ff5011bacb4""]","[""Jason Clark"", ""Patricia Robles""]",POD B,P-0A6B2FC03D,
"[""MEDICAL_EVAL""]",b748f745-121b-4b99-980c-25339677e582,2025-09-15 10:43:49,Property damage to dayroom table recorded.,2025-06-23 12:16:39,JINC-302f681a-5028-4151-bd2a-bc4cd8d78a99,PROPERTY_DAMAGE,"[""c35941cf-039d-4cae-a526-9c726d3c7d3a""]","[""Stacy Martinez"", ""Kathleen Chambers"", ""Hannah Jones""]",YARD,P-E438A9FCDC,KCSO
"[""REPORT_FILED"", ""MEDICAL_EVAL""]",4b1d7a6c-11bc-484a-afbe-24c19c807a4c,2025-09-15 10:43:49,Altercation between inmates; separated by staff.,2025-04-07 19:28:07,JINC-ea3f1706-8aa0-4c3e-996e-b52c14c9a726,MEDICAL,"[""8515ae2e-8789-4dfe-958b-bc2d5267c707"", ""9787ec82-b294-481a-ad93-8dd48567569d"", ""ae043d78-f821-4e15-886b-506518f362d0""]","[""Rachel Jacobson"", ""David Mccarty""]",POD B,P-8C033BD1E1,KCSO
"[""REPORT_FILED"", ""MEDICAL_EVAL"", ""ISOLATION""]",328cdbf2-db98-4331-bd97-da42be014678,2025-09-15 10:43:49,Inmate referred for medical evaluation.,2025-06-19 20:53:49,JINC-40ad4f1a-d521-4ed8-bac2-f4e057b26924,SELF_HARM,"[""b2a4bffc-78c3-417c-a98f-50f48ebecb80"", ""f690bfaf-3df9-4912-948b-21315009b147""]","[""Brittany James""]",MEDICAL,P-456317B605,KCSO
"[""EVIDENCE_SEIZED"", ""ISOLATION""]",bcffd4a9-f8be-4243-98ed-2db587e092d1,2025-09-15 10:43:49,Altercation between inmates; separated by staff.,2025-04-20 22:13:00,JINC-460ca218-1191-4099-8d04-932d7ddcd452,SELF_HARM,"[""afecf707-e841-4730-9643-c40d3b766479"", ""d506f00a-8b39-4bec-b2c7-588545758834""]","[""Christopher Harper""]",DAYROOM,P-7CB2686A41,KCSO
"[""DISCIPLINARY"", ""REPORT_FILED"", ""MEDICAL_EVAL""]",4d430906-3c01-47c3-b137-c1016fe6bb49,2025-09-15 10:43:49,Altercation between inmates; separated by staff.,2025-05-31 23:46:34,JINC-e9cb68af-d24c-415f-9d4e-8a28d0aa91cc,MEDICAL,[],"[""Joseph Harris"", ""Joseph Moore"", ""Sarah Miller""]",CELL 2,P-50B116EBE9,KCSO
"[""EVIDENCE_SEIZED"", ""ISOLATION""]",cff8a735-b6c8-4364-a8a6-247018643f3d,2025-09-15 10:43:49,Inmate referred for medical evaluation.,2025-07-23 18:28:34,JINC-8d007f0d-e8ed-4cd3-83e8-5d9fd66e103d,ASSAULT,"[""da6db12a-0d1c-48e4-b351-0c160b87ec58"", ""814254b2-873c-49bc-8406-461c9ecd5f98""]","[""Joseph Barr"", ""Ronald Kelley"", ""Riley Farley""]",YARD,P-FBEE982EEB,PROSECUTOR
"[""MEDICAL_EVAL""]",49ddc8ce-887f-4281-a9a4-e6512881f9c3,2025-09-15 10:43:49,Property damage to dayroom table recorded.,2025-04-01 23:53:52,JINC-b0c24336-2998-411a-9728-8f79e5e01465,CONTRABAND,"[""44a16923-d8cc-4839-b85d-1b96706a4f11""]","[""Bridget Smith"", ""Tina Cobb""]",MEDICAL,P-FB018EF135,
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED"", ""REPORT_FILED""]",c81ceb66-97ed-4421-9069-fba258e7578d,2025-09-15 10:43:49,Inmate referred for medical evaluation.,2025-04-23 05:42:50,JINC-5d624d8b-9451-4a49-9964-81b5e23546e9,CONTRABAND,[],"[""Fred Gordon""]",MEDICAL,P-A745081840,PROSECUTOR
"[""DISCIPLINARY"", ""ISOLATION"", ""EVIDENCE_SEIZED""]",aff045f1-b20d-4468-b49d-b1728a1e866f,2025-09-15 10:43:49,Inmate referred for medical evaluation.,2025-07-17 12:08:36,JINC-181f859f-c01d-4c25-b044-455543c22c68,SELF_HARM,[],"[""Stephanie Jimenez"", ""Juan Mckenzie"", ""Cole Thompson""]",YARD,P-D1623CF979,PROSECUTOR
"[""REPORT_FILED"", ""EVIDENCE_SEIZED""]",9e17b490-e2df-4fd8-87c1-bd77f7c3d313,2025-09-15 10:43:49,Property damage to dayroom table recorded.,2025-08-02 14:53:44,JINC-3d183106-0cee-4ed2-babb-ff7226b5791c,PROPERTY_DAMAGE,[],"[""Bradley Gardner"", ""Bobby Mason"", ""Sherry Martinez""]",CELL 2,P-0958C2E15D,KCSO
"[""REPORT_FILED""]",4b7eb038-c25b-479e-bf3f-ab52d45e2409,2025-09-15 10:43:49,Property damage to dayroom table recorded.,2025-06-11 11:17:14,JINC-9ccfeb7e-71c2-461e-bbf0-a1573390ea8c,CONTRABAND,"[""f9284596-1d43-49cb-bf23-9431ccc5cc5d"", ""a1feaaeb-c1bf-4779-8e62-c801a437ea4d""]","[""Joseph Casey"", ""Robert Shelton"", ""Christina Ryan""]",YARD,P-6D74A5A6A5,
"[""EVIDENCE_SEIZED"", ""DISCIPLINARY"", ""ISOLATION""]",3a97714a-b660-4525-bf75-baf17b6a6571,2025-09-15 10:43:49,Property damage to dayroom table recorded.,2025-04-28 06:28:54,JINC-2a1773be-bfe1-476c-b72f-4bac24917e87,ASSAULT,"[""5839cc78-2e6d-4d0f-ba1e-2cd9f3cb5b29"", ""a821b545-9fe6-45ea-a138-7b23a3f306fc""]","[""Matthew Johnson""]",YARD,P-4142E3C438,KCSO
"[""ISOLATION"", ""MEDICAL_EVAL""]",380eb381-655f-44a0-bf25-96e5b8ceb956,2025-09-15 10:43:49,Property damage to dayroom table recorded.,2025-09-02 13:05:16,JINC-a2c16fe1-8d46-45d1-bb2d-9647a4834a53,SELF_HARM,"[""a097864b-612a-4780-ad00-9a5009ce9708""]","[""Benjamin Kirk"", ""Maurice Blair"", ""Kelly Robinson""]",DAYROOM,P-CC1883E9EB,PROSECUTOR
"[""ISOLATION"", ""DISCIPLINARY""]",51a0e8de-9515-4f01-b92c-ea51fdf5839e,2025-09-15 10:43:49,Inmate referred for medical evaluation.,2025-06-06 10:19:30,JINC-038dac35-0898-4e37-9462-14feb129d02a,SELF_HARM,[],"[""James Chung"", ""Angela Alexander""]",POD A,P-9FD2966D1F,PROSECUTOR
"[""EVIDENCE_SEIZED""]",db56449a-8d7e-45b2-8661-6ccf856152db,2025-09-15 10:43:49,Property damage to dayroom table recorded.,2025-03-24 13:44:33,JINC-14de1bca-68c6-42e8-ac23-1e04462cba79,PROPERTY_DAMAGE,"[""39106c27-9487-4e04-a667-43d217e12c4b"", ""d97350ac-2218-461d-9504-adc4cc2b0277"", ""a84a0651-f716-4ca0-aad9-1ec84bb20424""]","[""Tiffany Moody""]",YARD,P-0573F002EE,
"[""ISOLATION"", ""DISCIPLINARY"", ""REPORT_FILED""]",6b154e58-1a58-4e63-b27f-117504f0792a,2025-09-15 10:43:49,Contraband discovered during cell search.,2025-06-29 18:20:31,JINC-e0c79bab-76d7-4503-87a6-0ad5bc7645e6,CONTRABAND,"[""43c2d3ef-c2d6-40b9-b35b-c51a094fb23b""]","[""Michelle Mendoza"", ""Michael Winters""]",POD B,P-A62EB42781,KCSO
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED"", ""ISOLATION""]",8501d902-182c-4a67-aae0-07af4104665e,2025-09-15 10:43:49,Inmate referred for medical evaluation.,2025-07-19 15:39:11,JINC-7315cb2c-b89c-4b93-995f-b9ab04b3ce87,MEDICAL,"[""e2d4a224-c512-4f76-a418-a64c66e0622d""]","[""Michael Stanley"", ""Rebecca Clarke""]",YARD,P-3931CBBBBE,PROSECUTOR
"[""EVIDENCE_SEIZED""]",70e6eabf-6133-438f-830d-8332d573b006,2025-09-15 10:43:49,Contraband discovered during cell search.,2025-07-30 10:45:09,JINC-05a7e6c5-57ab-4817-bb3c-c0f87db49818,CONTRABAND,"[""7cf1170d-2a56-4f2a-ab31-ae50f9d18bb7"", ""5a3233e2-3d6d-4875-a4bc-9cfcbbff338b"", ""a3cdc369-4346-4279-bf4b-705f5fa1d626""]","[""Kayla Alvarado"", ""Adrian Boyd""]",MEDICAL,P-817E5C03EF,
"[""MEDICAL_EVAL"", ""ISOLATION""]",8e8e89f0-2f16-432b-b9ee-b1fcb3ac74cc,2025-09-15 10:43:49,Property damage to dayroom table recorded.,2025-05-19 15:53:43,JINC-77adc7e6-4150-4185-80ef-f304656147f3,MEDICAL,[],"[""Jennifer Miller"", ""Michael Spencer""]",YARD,P-6593406955,KCSO
"[""MEDICAL_EVAL"", ""ISOLATION"", ""EVIDENCE_SEIZED""]",a92d9a7e-f2e0-4428-afc5-a43bd0a3f51b,2025-09-15 10:43:49,Altercation between inmates; separated by staff.,2025-08-31 17:31:55,JINC-50497acf-dba7-48a8-9d2e-166eff189c51,MEDICAL,"[""70c31a3e-0382-4137-aa8d-e30866df7e47"", ""58a2cdfe-8c63-4323-92ce-5f238e9924fd"", ""01b43ca6-2b93-44a9-a74f-93c996a38f0d""]","[""Ryan Sandoval""]",DAYROOM,P-D9140227E5,
"[""ISOLATION"", ""DISCIPLINARY"", ""EVIDENCE_SEIZED""]",ba5590b6-80f4-4841-b87f-8c22c3e2d52e,2025-09-15 10:43:49,Contraband discovered during cell search.,2025-04-24 06:30:02,JINC-f42a3f04-cfab-4cab-96a7-aa0da5d41e62,MEDICAL,[],"[""Gina Casey"", ""William Jenkins"", ""Jeffrey Robinson""]",POD A,P-38B8D06433,KCSO
"[""EVIDENCE_SEIZED"", ""REPORT_FILED""]",0cc2686e-d58d-458e-89ea-ade818150ffb,2025-09-15 10:43:49,Property damage to dayroom table recorded.,2025-06-15 23:56:34,JINC-2d50052c-a619-4fd0-8b97-859cd224dec0,SELF_HARM,[],"[""Kevin King"", ""Carl Harrison""]",POD B,P-FC0FA4C0CC,KCSO
"[""DISCIPLINARY""]",89eb34c1-4b95-4b09-a81d-1367b7d7e235,2025-09-15 10:43:49,Property damage to dayroom table recorded.,2025-04-30 04:58:00,JINC-c334d064-0da0-4c54-858f-e84e1436bb12,SELF_HARM,"[""524fba54-721e-4ead-970e-570eb68e83da"", ""990d9b8e-ab9e-4bda-843b-9b5bbab9a6c4"", ""454704fa-7290-4ef0-9872-76ddb072dde0""]","[""April Villanueva""]",DAYROOM,P-315A5042A8,PROSECUTOR
"[""MEDICAL_EVAL""]",4decb94b-e702-4420-a718-b2b90c57b984,2025-09-15 10:43:49,Contraband discovered during cell search.,2025-05-01 17:50:04,JINC-d9034329-95cb-4244-93bc-43e99d81eb77,MEDICAL,[],"[""Jason Ortega"", ""Megan Fry""]",CELL 2,P-3683312CCD,
"[""MEDICAL_EVAL"", ""DISCIPLINARY"", ""ISOLATION""]",5d5990c2-e064-464d-ae92-bd5cfa450688,2025-09-15 10:43:49,Property damage to dayroom table recorded.,2025-04-10 03:15:38,JINC-75f4a6d3-78c2-4ae1-a311-faab7c4bc9c8,SELF_HARM,"[""aac35825-a527-410c-af34-48f831be79fe""]","[""Vicki Larson"", ""Matthew Stark""]",YARD,P-E4F3691494,PROSECUTOR
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED"", ""ISOLATION""]",e92de2c4-8985-4798-9521-f747caf35872,2025-09-15 10:43:49,Contraband discovered during cell search.,2025-06-27 22:23:18,JINC-b8cdef39-4754-4100-a8fe-0468368c7d97,CONTRABAND,"[""7c5243a6-b877-4888-a25f-0e954fe5e820"", ""4be35d4b-8581-4580-bd6b-101dbad0d874""]","[""Eric Moran""]",CELL 2,P-1DF7F3A45B,PROSECUTOR
"[""EVIDENCE_SEIZED"", ""ISOLATION""]",2331e9c1-c6ef-434b-b89d-fb1ee3b8c551,2025-09-15 10:43:50,Altercation between inmates; separated by staff.,2025-08-16 19:09:58,JINC-1a163f5b-8698-4cb8-85c2-2b61f71a98f8,CONTRABAND,"[""77c5f876-e994-4eab-9c4a-947a0fbc7fca"", ""3ab3393b-542f-457e-9375-2723fb9134e3"", ""4b6ef0ca-1283-43e0-9136-adce5fc30f70""]","[""Javier Johnson"", ""Robin Gonzalez"", ""Jonathan Ruiz""]",POD A,P-0FD8B5C4C1,KCSO
"[""MEDICAL_EVAL"", ""DISCIPLINARY""]",18c36ed3-ef2a-4b9e-a6bc-026a655e9755,2025-09-15 10:43:50,Property damage to dayroom table recorded.,2025-08-26 11:15:10,JINC-ee5b275e-4319-4549-9c1a-df96c7985bbf,ASSAULT,"[""873317a0-20f9-4cf0-a705-b1233a15178c"", ""fb5e23b7-a132-429d-a8fc-bf915e8f1f1d""]","[""John Hall"", ""Brian Elliott""]",POD B,P-FBFD8863F2,KCSO
"[""EVIDENCE_SEIZED""]",e74c8467-5b4c-4267-862d-111eacba8cef,2025-09-15 10:43:50,Altercation between inmates; separated by staff.,2025-08-26 14:11:46,JINC-e32473cb-6392-4df3-acd0-55eab88e276d,ASSAULT,"[""f29a7a0e-daba-4d87-b09c-57dfe471417c"", ""e456d69f-6d9c-4421-9165-969dc61a8747""]","[""Dana Brown"", ""Peter Henderson"", ""Amanda Ross""]",POD A,P-D42F4A404F,
"[""REPORT_FILED""]",dfa6350a-cc13-4084-bb3f-16ac19af4671,2025-09-15 10:43:50,Property damage to dayroom table recorded.,2025-06-14 22:26:24,JINC-104921d0-030a-4d36-9478-07ba1408e631,CONTRABAND,"[""a0a15291-8e80-47b1-96c4-2825eb13c8c6""]","[""James Sandoval"", ""Alejandro Murphy""]",YARD,P-0982B8999F,
"[""ISOLATION""]",d3eac8f0-00eb-4c91-bfcb-debf2173b11f,2025-09-15 10:43:50,Property damage to dayroom table recorded.,2025-05-29 21:57:17,JINC-fbe7e147-1157-40c9-990c-7a32097baffa,SELF_HARM,[],"[""Nathan Love"", ""Robert Delgado"", ""David Davis""]",YARD,P-0BC0A8E58A,
"[""ISOLATION"", ""EVIDENCE_SEIZED""]",552ee794-044b-4817-a589-b558fc7eef11,2025-09-15 10:43:50,Altercation between inmates; separated by staff.,2025-05-13 12:49:12,JINC-a0ef5b46-9397-41db-973a-111dbca326aa,PROPERTY_DAMAGE,"[""6cf6f6f8-dc42-4fcb-a57e-addf68c24b7a""]","[""Jordan Adams""]",YARD,P-D1B327B198,
"[""DISCIPLINARY""]",9d7d075a-0590-4f4c-ab74-e654e50e8ea6,2025-09-15 10:43:50,Property damage to dayroom table recorded.,2025-08-06 17:11:04,JINC-32b4696a-6fa0-4059-a11e-4c3cb2b5d1a3,CONTRABAND,[],"[""Michael Henson"", ""Christopher Randall"", ""Glenn Castro""]",YARD,P-193DD4600B,PROSECUTOR
"[""REPORT_FILED"", ""ISOLATION""]",6d7a3356-1bac-4e2d-9391-b963820eefb7,2025-09-15 10:43:50,Altercation between inmates; separated by staff.,2025-03-31 14:09:24,JINC-bd45c9dd-71f5-49d1-bac9-87275540b172,MEDICAL,[],"[""Susan Wallace"", ""Christopher Evans"", ""Mary Clark""]",CELL 2,P-93E4425C7F,
"[""REPORT_FILED""]",2a9dc1c4-16cb-4b4a-bc39-0ef3e5e9e31a,2025-09-15 10:43:50,Altercation between inmates; separated by staff.,2025-04-11 13:15:34,JINC-9269a177-107f-42cc-888e-fcb620c6420a,SELF_HARM,"[""5d931dda-74ff-4f63-b8f3-408257cbf9c1"", ""a7530737-2aaa-4231-88e4-9ef855746518""]","[""Kathy Phillips""]",MEDICAL,P-CC709D37CB,
"[""ISOLATION"", ""MEDICAL_EVAL""]",6d2fccc4-8af3-4c2c-a1a7-d2e86a2b76dd,2025-09-15 10:43:50,Contraband discovered during cell search.,2025-08-18 08:40:32,JINC-d52357ea-9487-4f72-bbeb-8a9a1e29e5cc,SELF_HARM,"[""68b60a50-88a9-4199-a43e-02fe0f7d53b2"", ""443617d0-be52-46db-9de4-c22537214937""]","[""Lisa Simon""]",MEDICAL,P-D0257C8869,PROSECUTOR
"[""DISCIPLINARY"", ""EVIDENCE_SEIZED""]",930f4318-9c64-440d-986a-1a6b505adc50,2025-09-15 10:43:50,Altercation between inmates; separated by staff.,2025-09-09 05:26:44,JINC-7e2f30af-a7c5-4a09-95b6-613be6b544bf,SELF_HARM,"[""f0b7ed13-ab4e-42d6-9fc2-71454f8816c1"", ""13b4bc16-3607-4c4e-a2bd-e449dd76e102"", ""8c364e05-71f5-4f80-99c4-6084cf2891a2""]","[""Carol Clay""]",POD B,P-EF9B246EE0,PROSECUTOR
"[""DISCIPLINARY""]",42f54f65-ea2d-44bf-b0d9-236bf4d76e81,2025-09-15 10:43:50,Inmate referred for medical evaluation.,2025-05-29 04:57:08,JINC-27f121b6-6a06-40ab-84a6-04cddea97e82,CONTRABAND,[],"[""Scott Simmons"", ""Adam Lee"", ""Philip Miller""]",DAYROOM,P-D28BA60F9F,
"[""EVIDENCE_SEIZED""]",1e68b6de-3ce2-42ac-9f0a-11d18f29287c,2025-09-15 10:43:50,Contraband discovered during cell search.,2025-09-12 18:43:15,JINC-3c2cc0f1-627c-4933-a91f-a73904cb8ed2,ASSAULT,[],"[""Christine Miller"", ""Christopher Carey""]",MEDICAL,P-10AF0A6E0E,PROSECUTOR
"[""EVIDENCE_SEIZED"", ""MEDICAL_EVAL""]",ba62eb28-6727-4a62-9aac-8ccc2a3e31ff,2025-09-15 10:43:50,Inmate referred for medical evaluation.,2025-08-05 13:15:07,JINC-602196b4-4771-4781-96de-d840faa15a3b,CONTRABAND,"[""f35d7596-5817-466b-b4be-353e8e15ac04"", ""1d0c271f-1e82-45bd-ac63-1e46db68393b""]","[""Pamela Martinez"", ""Allen Sandoval"", ""Danny Meyer""]",DAYROOM,P-8E2B0F31BD,PROSECUTOR
"[""EVIDENCE_SEIZED""]",f0d73616-7d79-4313-bd73-71f72f1cb33b,2025-09-15 10:43:50,Altercation between inmates; separated by staff.,2025-07-27 21:53:52,JINC-fc084750-c79b-4b5a-b554-4b924a625bbf,SELF_HARM,[],"[""Jeffrey Turner"", ""April Jacobs"", ""Melissa Haney""]",YARD,P-4A2B0C234C,KCSO
"[""EVIDENCE_SEIZED"", ""DISCIPLINARY""]",b9f350a8-0568-4598-b92c-5d36363fdf20,2025-09-15 10:43:50,Contraband discovered during cell search.,2025-05-25 14:39:42,JINC-3346994b-4477-45a5-b6a7-c01219399f35,CONTRABAND,"[""ed7195d3-f77b-4f75-a367-3f7061432f4b""]","[""Jeffrey Medina""]",MEDICAL,P-3A42E72EAC,
"[""EVIDENCE_SEIZED"", ""ISOLATION""]",63a30d9b-2267-47cf-8d5e-790ea5cbb156,2025-09-15 10:43:50,Contraband discovered during cell search.,2025-08-15 00:41:38,JINC-9bb1fcb2-d70e-48d8-a5c1-937f52b92584,MEDICAL,"[""8804b666-a79c-450c-99a7-97a12e74377c""]","[""Ricardo Barnes""]",YARD,P-EC434708A3,KCSO
"[""DISCIPLINARY"", ""EVIDENCE_SEIZED""]",d0ed2480-6ba1-41db-b439-5b8f65315364,2025-09-15 10:43:50,Property damage to dayroom table recorded.,2025-05-02 19:05:20,JINC-562865a6-428d-423e-aa92-0943ba4b9f90,CONTRABAND,"[""013b046a-b394-4e8f-862d-9355fb6c5dd3"", ""4329f5ab-abf4-48a0-b583-670ceafe1e90"", ""400f943c-856f-48c1-9b3a-6866795f3905""]","[""Debra Wright"", ""Amy Boyle""]",POD A,P-FBB8186781,
"[""MEDICAL_EVAL""]",77abd3ac-1d8f-421d-8b3f-e46d7c490770,2025-09-15 10:43:50,Contraband discovered during cell search.,2025-08-13 14:00:30,JINC-c0f6c192-927a-47c2-8074-1afe088ba20e,CONTRABAND,"[""1e6b61ea-2b21-456b-87b5-2408e980457c""]","[""Alice Mejia"", ""Lonnie King""]",DAYROOM,P-F8CE050E9C,KCSO
"[""DISCIPLINARY""]",79a2da89-d670-453e-bdb2-86b8f6c82630,2025-09-15 10:43:50,Contraband discovered during cell search.,2025-06-24 05:15:46,JINC-49d98ad0-e791-4cae-97af-0bf262ebeef7,SELF_HARM,"[""2341496f-10f3-49e3-9e67-a707cf3c158a"", ""7a265b6d-095d-4683-8e8e-4b13e440935f"", ""ff9567e8-a0f6-4844-934d-71242d37a32a""]","[""Brittany Wright"", ""Megan Cox"", ""David Campbell""]",POD A,P-3EF95BFD98,
"[""DISCIPLINARY"", ""REPORT_FILED"", ""MEDICAL_EVAL""]",c510aac3-e7db-45a8-9946-ba8ecf327195,2025-09-15 10:43:50,Inmate referred for medical evaluation.,2025-05-16 05:05:10,JINC-08dd3181-3606-4773-9b25-3e8cdf6045cf,MEDICAL,"[""14ba2c0c-3691-4674-83f3-97bbb8b83ba0"", ""e8fc0482-5bd1-4ece-80fd-7171b40d487d"", ""7bc99d38-39bb-41dd-8a19-b6dc90e9617b""]","[""Theresa Day"", ""Jeffrey Jones"", ""Laura Reilly""]",CELL 2,P-8D3DC2B711,PROSECUTOR
"[""DISCIPLINARY"", ""REPORT_FILED""]",842334e9-29cc-46e7-8863-a88dc4c1b0a8,2025-09-15 10:43:50,Inmate referred for medical evaluation.,2025-06-28 23:27:23,JINC-719d0238-1ae6-443c-bc8f-4863feb77084,CONTRABAND,"[""3be2e6fd-406b-47d5-8943-7c2eb8fdd316"", ""02de3dbd-5a22-4b01-90c5-38f67979eba1"", ""c434f785-4d72-4f15-ae78-431e2c2be876""]","[""Sean Alexander""]",DAYROOM,P-6F875BF8B3,
"[""MEDICAL_EVAL"", ""REPORT_FILED""]",a40a8554-eb12-4f50-9624-3d93a2565018,2025-09-15 10:43:50,Inmate referred for medical evaluation.,2025-07-04 17:57:58,JINC-fab17c8c-71b7-448a-a9da-09e1b29b9eb7,CONTRABAND,"[""a6c20792-8741-4676-9777-a854eb089677"", ""a2812db2-f27d-4e59-86b9-cf0170c36ecb""]","[""Ronald Pierce""]",POD A,P-3F998D5CEC,
"[""MEDICAL_EVAL"", ""DISCIPLINARY""]",0fd146ab-8d8b-4fc1-9068-b9376cf93c76,2025-09-15 10:43:50,Altercation between inmates; separated by staff.,2025-04-13 02:46:44,JINC-62a6b126-d0e7-4693-ba19-3e18ecbad4ff,MEDICAL,"[""eead2eb3-84f9-4e1d-9342-6c418e376007"", ""f89859ee-ce3e-4463-a40f-69c6e69b1671"", ""4c2e9991-9b67-4564-8c8e-b1bf7afe1903""]","[""Adam Turner"", ""Ryan Austin"", ""Keith Brooks""]",MEDICAL,P-E33BCB66D7,KCSO
"[""REPORT_FILED"", ""EVIDENCE_SEIZED""]",24c3e036-54e3-4743-9c96-16994cd35164,2025-09-15 10:43:50,Property damage to dayroom table recorded.,2025-05-06 09:35:03,JINC-a9a20255-06c8-4074-af18-584d03ada54b,MEDICAL,[],"[""Justin Keith"", ""Charles Robinson"", ""Antonio Willis""]",DAYROOM,P-CFFB4E514E,
"[""MEDICAL_EVAL"", ""REPORT_FILED"", ""EVIDENCE_SEIZED""]",36823cce-474f-4f71-9f8c-5008ad32043b,2025-09-15 10:43:50,Altercation between inmates; separated by staff.,2025-05-11 18:27:29,JINC-392ec49f-0447-454d-852e-b801c9e45418,ASSAULT,"[""34fe1d11-667e-4309-9f72-0060735c8334"", ""b8f496ae-4357-4478-9123-5bd1ab68c641""]","[""Todd Campbell"", ""William Miller""]",YARD,P-BEEE04F47B,
"[""EVIDENCE_SEIZED"", ""REPORT_FILED""]",ca3a4e8a-4ba1-481d-aab8-4716cd204228,2025-09-15 10:43:50,Property damage to dayroom table recorded.,2025-04-27 12:44:38,JINC-8f8e73cb-7a94-4818-978c-ebf87077af9d,MEDICAL,[],"[""Regina Smith"", ""Brian Ashley""]",DAYROOM,P-AD84E1821D,PROSECUTOR
"[""MEDICAL_EVAL""]",ff21ff40-0160-4e6b-831c-83524ee8063d,2025-09-15 10:43:50,Altercation between inmates; separated by staff.,2025-08-16 04:27:01,JINC-88618aca-8792-4860-bb1a-11dbded9e727,PROPERTY_DAMAGE,"[""f723f1a3-db89-406e-a9a9-06630ee4f4d2"", ""a5717033-e527-4eb0-8f1b-e3bf9a667e13"", ""d932beed-8f73-418c-ab42-8d7d8e4baca7""]","[""Michael Williams"", ""Cristian Dudley""]",POD B,P-B0F885E079,KCSO
"[""DISCIPLINARY"", ""MEDICAL_EVAL""]",f398d768-c768-4752-8af6-66aaebe27719,2025-09-15 10:43:51,Contraband discovered during cell search.,2025-03-22 21:16:28,JINC-6a92f117-cb93-450f-bfe5-7a1aca07f457,MEDICAL,"[""8b2cf012-9ff1-43c6-9878-6232b84b4bfc"", ""fe7b22c2-01eb-4185-8b16-a5d5f958ab78"", ""5ee24812-54a7-46a9-a49e-b4f3087a5aaa""]","[""Maureen Rivera""]",YARD,P-87E5529F58,
"[""DISCIPLINARY"", ""ISOLATION"", ""REPORT_FILED""]",e04252ed-b9c6-414f-9953-4a41009edbe0,2025-09-15 10:43:51,Contraband discovered during cell search.,2025-09-05 11:00:24,JINC-4fd4e459-f950-4aeb-9cb7-955d658b4ef0,SELF_HARM,[],"[""Brett Johnson"", ""Jack Jackson""]",POD A,P-1662D71420,KCSO
"[""REPORT_FILED"", ""EVIDENCE_SEIZED"", ""ISOLATION""]",e45cc825-5ef4-44af-b276-cb90d9aa76cf,2025-09-15 10:43:51,Contraband discovered during cell search.,2025-06-25 07:41:08,JINC-bf9832f6-8bc5-4d3d-88d9-d09da93be655,SELF_HARM,"[""ff0de532-71ed-46b9-8d4e-6f895a8c61f1"", ""23d2580a-d6ec-4747-a14b-47238c160307"", ""ea50899f-1330-40d1-8327-af922c4b73ee""]","[""Michael Clark"", ""Ronald Sanchez""]",POD A,P-2BCAD25EF1,PROSECUTOR
"[""REPORT_FILED"", ""ISOLATION"", ""DISCIPLINARY""]",549b159f-003f-4adb-b1ff-e1f1b6205a61,2025-09-15 10:43:51,Inmate referred for medical evaluation.,2025-05-01 04:25:24,JINC-adffd4a8-d722-4874-8497-ba0e2ba6dd34,MEDICAL,"[""1dafeddf-b819-46da-8fc2-1712622e8d03""]","[""Dennis Navarro"", ""Amber Richards""]",MEDICAL,P-D1F4B8F991,
"[""REPORT_FILED"", ""ISOLATION""]",e20d6849-7a09-4295-9c82-5773c05ef5e6,2025-09-15 10:43:51,Altercation between inmates; separated by staff.,2025-06-02 18:47:48,JINC-80e30cdb-a141-44b0-b74c-1f034ea8c84e,ASSAULT,"[""018c4e00-fb40-4127-ba5e-4a0473f5e509""]","[""Michael Heath""]",MEDICAL,P-DCA9B0D819,
"[""REPORT_FILED""]",657d6ff2-95a6-4892-a10f-0826ba838c4b,2025-09-15 10:43:51,Contraband discovered during cell search.,2025-06-20 10:46:41,JINC-900a198b-a5d5-416e-9eef-b9d481f7b2e7,PROPERTY_DAMAGE,[],"[""Carrie Martinez"", ""Patrick Harris""]",POD A,P-4115CAA944,
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED""]",29c3c158-3fdb-483e-838a-7087a302273e,2025-09-15 10:43:51,Altercation between inmates; separated by staff.,2025-07-15 11:03:05,JINC-9d16e57f-0fb8-4896-90d7-0ac22dedfd7f,ASSAULT,"[""a64d2ffe-4144-40c1-8394-09f8a3a05ebb""]","[""Bradley Stewart"", ""Victor Jacobs""]",MEDICAL,P-4238E959F3,PROSECUTOR
