employee_ids,employee_names,end_datetime,length_minutes,location,qualifiers,scheduled_by,shift_id,start_datetime,station,unit_code,unit_name,work_type
"[""FD1542"", ""FD5445"", ""FD2378""]","[""Anthony Thomas"", ""Kimberly Yoder"", ""Christina Carroll""]",2025-09-08 07:30:41,1440,"805 Bagley Ave N, Seattle, WA 98103","[""FIREFIGHTER""]","[""Paul Henderson"", ""Mikayla Forbes""]",6d776cd2-53ac-49b9-9c82-09f8b2303399,2025-09-07 07:30:41,STATION_24,B014,BATTALION 014,OVERTIME
"[""FD4972"", ""FD2417"", ""FD4684""]","[""Juan Nichols"", ""Randy Romero"", ""Kerri Alvarado""]",2025-09-23 17:24:15,480,"953 E Galer St, Seattle, WA 98112","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Charles Powell""]",d8a9edb6-80dd-4b68-a7dc-1fd6b403cb49,2025-09-23 09:24:15,STATION_9,M008,MEDIC 008,OVERTIME
"[""FD2647"", ""FD3909"", ""FD4762""]","[""Shane Jackson"", ""Aaron Owen"", ""Drew Larson""]",2025-09-09 14:54:12,600,"108 9th Ave N, Seattle, WA 98109","[""COMPANY_OFFICER""]","[""David Fox""]",e0623060-f6e5-446b-97dd-859525d40c7e,2025-09-09 04:54:12,STATION_24,B004,BATTALION 004,OVERTIME
"[""FD9402"", ""FD6621"", ""FD5281""]","[""Patricia Lewis"", ""Jacob Baker"", ""Theresa Jones""]",2025-09-17 02:57:46,480,"1132 8th Ave NE, Seattle, WA 98105","[""COMPANY_OFFICER""]","[""Luis Lucas"", ""Megan Nunez""]",358310a1-ffec-4b7b-aa2a-f9507f68a1b3,2025-09-16 18:57:46,STATION_17,A025,AID 025,OVERTIME
"[""FD8481"", ""FD9925"", ""FD9602""]","[""Ryan Cook"", ""Katherine Jackson"", ""Daniel Phillips""]",2025-08-30 23:22:20,720,"201 S Dearborn St, Seattle, WA 98104","[""PARAMEDIC""]","[""Briana Johnson""]",f7a15d57-38ce-469d-b2a3-e61630db57b0,2025-08-30 11:22:20,STATION_8,E021,ENGINE 021,OVERTIME
"[""FD5413"", ""FD5072"", ""FD3577"", ""FD2872""]","[""Carmen Benton"", ""Lydia Martinez"", ""Paige Thomas"", ""Jeremy Hill""]",2025-09-07 19:32:08,600,"502 4th Ave N, Seattle, WA 98109","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Jenna Alvarez"", ""Yolanda Jones""]",3c14d0a9-06cd-47ad-924a-2a49795b7fc3,2025-09-07 09:32:08,STATION_27,M035,MEDIC 035,OVERTIME
"[""FD5735"", ""FD8358"", ""FD1678"", ""FD2398""]","[""Erin Wade"", ""Rachel Barnes"", ""Aaron Richardson"", ""Gina Aguilar""]",2025-09-11 04:15:42,480,"1108 E Prospect St, Seattle, WA 98112","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Louis Fields""]",8da22586-1b93-47ed-80cc-5ac14f932aa7,2025-09-10 20:15:42,STATION_9,M001,MEDIC 001,OVERTIME
"[""FD9045"", ""FD9176"", ""FD4893""]","[""Russell Holland"", ""Tanya Cook"", ""Kathryn Wilson""]",2025-09-13 10:17:27,480,"543 E Roy St, Seattle, WA 98112","[""FIREFIGHTER""]","[""Angela Rowland"", ""Brian Murray""]",3f3d8ac8-97b9-451b-8be6-6ac0c1421c9e,2025-09-13 02:17:27,STATION_13,E032,ENGINE 032,REGULAR
"[""FD6428"", ""FD6236"", ""FD7906""]","[""Joshua Williams"", ""Jeffery Estrada"", ""Antonio Madden""]",2025-08-29 09:04:23,480,"640 2nd Ave S, Seattle, WA 98104","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Christopher Whitaker"", ""Donald Bennett""]",d272a026-3d95-42fa-b69e-98cd8ac97a6a,2025-08-29 01:04:23,STATION_15,E026,ENGINE 026,OVERTIME
"[""FD9386"", ""FD5534"", ""FD7244""]","[""Colleen Moore"", ""Cody Nixon"", ""Pamela Little""]",2025-09-17 03:47:01,600,"2747 SW Thistle St, Seattle, WA 98106","[""FIREFIGHTER""]","[""Michelle Miller""]",65f6b0ec-3431-46d0-a3e0-0e4069e4348a,2025-09-16 17:47:01,STATION_2,A020,AID 020,REGULAR
"[""FD6881"", ""FD7459"", ""FD9572"", ""FD3366"", ""FD9571""]","[""Robert Stephens"", ""Mark Murphy"", ""Michelle Cooper"", ""Theresa Browning"", ""Leslie Williams""]",2025-09-09 09:25:05,600,"285 NW 80th St, Seattle, WA 98107","[""COMPANY_OFFICER""]","[""Joe Williams"", ""Deanna Lopez""]",5181f15d-17c1-4d81-8ecc-918bfbe574f5,2025-09-08 23:25:05,STATION_37,L002,LADDER 002,REGULAR
"[""FD3557"", ""FD5437"", ""FD5564"", ""FD6859""]","[""Curtis Mejia"", ""Norma Lin"", ""Kayla Walsh"", ""Willie Smith""]",2025-09-12 23:00:29,480,"318 15th Ave NE, Seattle, WA 98105","[""PARAMEDIC""]","[""Stacey Carter"", ""Tina Hunter""]",e17b9a26-b52c-4bb5-bb6d-9dd1fe58b008,2025-09-12 15:00:29,STATION_32,B027,BATTALION 027,OVERTIME
"[""FD9538"", ""FD7807"", ""FD8617""]","[""Eric Jackson"", ""Ashley Mccarthy"", ""Zachary Hernandez""]",2025-09-13 16:37:19,600,"1174 S Washington St, Seattle, WA 98104","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Jaclyn Roberts""]",73ffca52-6431-4a55-963e-3af419dfdefa,2025-09-13 06:37:19,STATION_19,M002,MEDIC 002,REGULAR
"[""FD6053"", ""FD6915"", ""FD9871"", ""FD3174"", ""FD4407"", ""FD5437""]","[""Joanna Meyers"", ""Michael Dodson"", ""Daniel Chapman"", ""Stephen David"", ""Jacob Cisneros"", ""Norma Lin""]",2025-09-21 10:12:04,1440,"633 1st Ave S, Seattle, WA 98104","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Emily Harrison""]",f700933f-f24a-4044-87a9-e72c4953387e,2025-09-20 10:12:04,STATION_35,L037,LADDER 037,REGULAR
"[""FD6838"", ""FD1001"", ""FD5007"", ""FD3799""]","[""Dennis Marquez"", ""William Kirk"", ""Natalie Vaughn"", ""Rodney Moore""]",2025-09-13 19:10:25,1440,"1054 Yesler Way, Seattle, WA 98101","[""FIREFIGHTER""]","[""Robert Cooper"", ""Steven Martinez""]",7e7e4f20-dfa4-4110-a3be-a11b084096f2,2025-09-12 19:10:25,STATION_28,E003,ENGINE 003,OVERTIME
"[""FD2059"", ""FD6413"", ""FD8793""]","[""Mary Scott"", ""Amy Smith"", ""Jacob Ballard""]",2025-09-02 18:29:24,720,"1157 NE 45th St, Seattle, WA 98105","[""COMPANY_OFFICER""]","[""Samuel Cooper""]",856a105d-bddc-452a-96f4-4b63a3456d68,2025-09-02 06:29:24,STATION_7,L020,LADDER 020,REGULAR
"[""FD3691"", ""FD2351"", ""FD2219""]","[""Amy Gibson"", ""Scott Hunt"", ""Steven Chang""]",2025-09-16 07:54:23,720,"1107 E Prospect St, Seattle, WA 98112","[""PARAMEDIC""]","[""Tony Harrington""]",f2b56b8f-544b-4edb-aa5f-1a0fb5a38368,2025-09-15 19:54:23,STATION_18,B017,BATTALION 017,REGULAR
"[""FD3418"", ""FD5572"", ""FD3511""]","[""Erik Adams"", ""Jacob West"", ""Tammy Shelton""]",2025-09-10 10:09:50,1440,"1281 3rd Ave, Seattle, WA 98101","[""COMPANY_OFFICER""]","[""Donna Summers""]",fd173551-4679-4dd8-a6fc-0010c416e442,2025-09-09 10:09:50,STATION_34,M035,MEDIC 035,OVERTIME
"[""FD1878"", ""FD7862"", ""FD7106"", ""FD6341""]","[""Ashley Hansen"", ""Breanna Simmons"", ""Angela Ali"", ""Tyler Navarro""]",2025-08-29 21:59:54,480,"1098 E Thomas St, Seattle, WA 98102","[""PARAMEDIC""]","[""Patricia Rodriguez"", ""Mark Gonzalez""]",510579ba-676a-41d3-aaa1-14cf4e26a360,2025-08-29 13:59:54,STATION_24,E016,ENGINE 016,OVERTIME
"[""FD3705"", ""FD8893"", ""FD5683"", ""FD5747"", ""FD1856"", ""FD5976""]","[""Christine Fleming"", ""Jacob Mills"", ""Richard Parrish"", ""Veronica Johnson"", ""Megan Edwards"", ""Paula Lewis""]",2025-09-06 20:55:28,1440,"380 NE 40th St, Seattle, WA 98105","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Ashley Collins""]",699b825d-9f7c-4531-b089-7e7b540f4d68,2025-09-05 20:55:28,STATION_10,E021,ENGINE 021,REGULAR
"[""FD5131"", ""FD1149"", ""FD8499"", ""FD1247"", ""FD4432""]","[""Anthony Navarro"", ""Jennifer Morris"", ""Sydney Leach"", ""Willie Lopez"", ""Bryan Stone""]",2025-09-16 18:11:18,480,"395 Bagley Ave N, Seattle, WA 98103","[""FIREFIGHTER""]","[""Matthew Peters""]",0f71d4e5-989a-4d60-9842-ee2814644e59,2025-09-16 10:11:18,STATION_25,E022,ENGINE 022,OVERTIME
"[""FD2916"", ""FD9247"", ""FD9374""]","[""Ann Booker"", ""Jennifer Evans"", ""Christopher Hill""]",2025-08-30 06:40:09,600,"425 NW 65th St, Seattle, WA 98107","[""COMPANY_OFFICER""]","[""Sabrina Williams"", ""Amanda Tucker""]",8c4b4b0a-d560-4aee-86fb-8114036a9ea4,2025-08-29 20:40:09,STATION_20,A024,AID 024,OVERTIME
"[""FD8757"", ""FD4101"", ""FD9710""]","[""Jessica Myers"", ""Carla White"", ""Kevin Robertson""]",2025-09-05 03:29:04,480,"798 S Kenyon St, Seattle, WA 98108","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Shawn Anderson"", ""Rebecca Becker""]",ec496dbb-8a4c-4ed0-9df2-6aa16345c6f3,2025-09-04 19:29:04,STATION_15,M002,MEDIC 002,OVERTIME
"[""FD3591"", ""FD7736"", ""FD2163""]","[""Matthew Kennedy"", ""Douglas Wagner"", ""Pamela Lewis""]",2025-09-17 03:16:52,600,"329 S Bailey St, Seattle, WA 98108","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Lauren King"", ""David Mendez""]",fe338dad-6282-4892-a81d-130d67ed69ab,2025-09-16 17:16:52,STATION_7,A003,AID 003,OVERTIME
"[""FD9766"", ""FD8738""]","[""Matthew Morris"", ""Daniel Brown""]",2025-09-01 17:04:42,1440,"158 S Kenyon St, Seattle, WA 98108","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Natalie Hill"", ""Christopher Kennedy""]",66aaa1ac-3cc6-4b37-9205-4511aafe5486,2025-08-31 17:04:42,STATION_7,B024,BATTALION 024,OVERTIME
"[""FD8961"", ""FD5790"", ""FD2069"", ""FD8615""]","[""James Nichols"", ""Austin Huffman"", ""Jared Mclaughlin"", ""Christina Spencer""]",2025-09-21 08:46:03,720,"527 E Highland Dr, Seattle, WA 98112","[""FIREFIGHTER""]","[""Donna Riley"", ""Dustin Whitaker""]",06a126a8-e37b-4c4c-a812-2a670d517dea,2025-09-20 20:46:03,STATION_34,M028,MEDIC 028,OVERTIME
"[""FD8226"", ""FD5991"", ""FD2018"", ""FD3677""]","[""Michael Rodriguez"", ""Peter Reed"", ""Kylie Davis"", ""David Lucas""]",2025-09-22 11:12:17,1440,"1316 S Charles St, Seattle, WA 98104","[""FIREFIGHTER""]","[""Cory Marsh""]",cca92b36-86d4-4218-9e8b-5f2af4883e2b,2025-09-21 11:12:17,STATION_30,B032,BATTALION 032,OVERTIME
"[""FD1129"", ""FD2949""]","[""Leslie Garcia"", ""Juan Smith""]",2025-09-14 13:23:14,720,"1403 E Boston St, Seattle, WA 98112","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Lorraine Graham"", ""Anthony Nelson""]",ee492327-e829-4817-b84c-4cf3db1bd400,2025-09-14 01:23:14,STATION_26,M035,MEDIC 035,OVERTIME
"[""FD5822"", ""FD8334"", ""FD7621""]","[""Thomas Smith"", ""William Davis"", ""Julia Cabrera""]",2025-09-12 20:04:03,600,"641 S Bailey St, Seattle, WA 98108","[""FIREFIGHTER""]","[""Kathy Perez""]",f854246a-2472-4969-a4f2-4fd2b735641d,2025-09-12 10:04:03,STATION_12,L017,LADDER 017,REGULAR
"[""FD6185"", ""FD3483"", ""FD1620"", ""FD8939""]","[""Hannah Martin"", ""Sarah Tucker"", ""Kelly Clark"", ""Amanda King""]",2025-09-05 12:00:54,720,"163 10th Ave NE, Seattle, WA 98105","[""COMPANY_OFFICER""]","[""Oscar Allen"", ""Angela Hoover""]",909d7719-8c4b-4e3a-a920-caf0d3876a74,2025-09-05 00:00:54,STATION_33,E031,ENGINE 031,REGULAR
"[""FD9556"", ""FD8498"", ""FD5366""]","[""Corey Banks"", ""Shannon Cuevas"", ""Janet Cook""]",2025-09-14 08:44:40,1440,"221 2nd Ave N, Seattle, WA 98109","[""COMPANY_OFFICER""]","[""Laura Yates""]",a45f9619-2500-41b2-9aaa-6d9ed93440b2,2025-09-13 08:44:40,STATION_12,E011,ENGINE 011,OVERTIME
"[""FD1201"", ""FD1189"", ""FD8913"", ""FD9040""]","[""Angela Jones"", ""Melissa Smith"", ""Keith Allen"", ""Michael Colon""]",2025-09-08 23:56:28,480,"635 E Prospect St, Seattle, WA 98112","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Sean Johnson"", ""Christopher Frazier""]",d06af029-304d-4005-97fa-502fac7ed231,2025-09-08 15:56:28,STATION_2,B010,BATTALION 010,REGULAR
"[""FD5598"", ""FD4060"", ""FD5690""]","[""William Mack"", ""Shannon Watson"", ""Melinda Alexander""]",2025-09-02 17:12:03,1440,"461 S Dearborn St, Seattle, WA 98104","[""PARAMEDIC""]","[""Wendy Hall"", ""Rebecca Anderson""]",53ba2f0c-0224-4fa5-8db6-1f1d04056986,2025-09-01 17:12:03,STATION_17,A031,AID 031,OVERTIME
"[""FD6746"", ""FD8654"", ""FD1896"", ""FD6227""]","[""Sean Bauer"", ""Becky Williams"", ""Mary Leonard"", ""Richard Johnson""]",2025-08-31 01:58:27,480,"2206 SW Kenyon St, Seattle, WA 98106","[""PARAMEDIC""]","[""Joseph Jones"", ""Christina Chambers""]",765d05b0-31dc-49fc-85f8-c0c2f8f18d32,2025-08-30 17:58:27,STATION_35,M019,MEDIC 019,OVERTIME
"[""FD5872"", ""FD8867"", ""FD8628"", ""FD6798""]","[""Katie Holt"", ""Danny Arnold"", ""Nathaniel Rose"", ""Mary Nixon""]",2025-09-12 04:06:38,720,"757 S Webster St, Seattle, WA 98108","[""PARAMEDIC""]","[""Ashley Anderson"", ""Leslie Nguyen""]",1c02e315-7300-4953-9347-1ea71549b5dc,2025-09-11 16:06:38,STATION_4,B001,BATTALION 001,REGULAR
"[""FD5749"", ""FD8687"", ""FD9885"", ""FD7984"", ""FD8707""]","[""Ellen Soto"", ""Terry Golden"", ""Joseph Clark"", ""David Jacobson"", ""Dustin Mullins""]",2025-09-01 07:23:01,480,"1467 SW Trenton St, Seattle, WA 98106","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Sandra Wilson""]",d1537657-ed0d-4d26-b367-6dcfdd8b6440,2025-08-31 23:23:01,STATION_30,L004,LADDER 004,REGULAR
"[""FD4866"", ""FD6204"", ""FD8481""]","[""Natalie Goodman"", ""William Bryant"", ""Ryan Cook""]",2025-09-12 10:11:37,480,"1142 3rd Ave S, Seattle, WA 98104","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Crystal Calderon"", ""Brian Skinner""]",26692943-721e-4e15-83f8-02bdddf6ff1c,2025-09-12 02:11:37,STATION_32,E037,ENGINE 037,REGULAR
"[""FD6411"", ""FD5440""]","[""Terri Little"", ""Stephanie Johnson""]",2025-09-08 03:30:23,720,"1313 E Thomas St, Seattle, WA 98102","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Andrew Hinton"", ""Teresa Wise""]",601a97f0-4294-44c0-adfe-7d1e8dada4c0,2025-09-07 15:30:23,STATION_8,B029,BATTALION 029,OVERTIME
"[""FD2289"", ""FD4250"", ""FD2713"", ""FD2150"", ""FD1131"", ""FD8073""]","[""Jonathan Davidson"", ""Austin Larson"", ""Gregory Martinez"", ""Mikayla Lambert"", ""Kenneth Mccoy"", ""Gerald Martin""]",2025-09-13 13:41:13,720,"227 S Norman St, Seattle, WA 98104","[""PARAMEDIC""]","[""Erica Case"", ""Richard Fry""]",b2ff6e90-d143-4415-91e6-f539d0a5de52,2025-09-13 01:41:13,STATION_27,E004,ENGINE 004,OVERTIME
"[""FD1476"", ""FD7244"", ""FD6692"", ""FD7053""]","[""Eileen Garcia"", ""Pamela Little"", ""Jane Huang"", ""Elizabeth Casey""]",2025-09-10 13:26:10,720,"892 NW 56th St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""William Byrd""]",92a722fb-2af3-4174-aef8-b209e8a6552e,2025-09-10 01:26:10,STATION_3,E010,ENGINE 010,REGULAR
"[""FD7490"", ""FD7635"", ""FD1763""]","[""Richard Ellison"", ""Deanna Reyes"", ""Theresa Jackson""]",2025-09-18 04:00:35,720,"743 S Brandon St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Erica Armstrong"", ""Megan Reed""]",ce6d49da-7df1-414d-a962-c2c1c556419c,2025-09-17 16:00:35,STATION_9,M016,MEDIC 016,OVERTIME
"[""FD3547"", ""FD8985"", ""FD7775""]","[""Stephanie Olson"", ""Joseph Davis"", ""Renee Cruz""]",2025-09-23 07:35:40,720,"1289 S Idaho St, Seattle, WA 98104","[""FIREFIGHTER""]","[""Patrick Esparza""]",c1ba8807-b6cb-46d3-b6d9-3445a0b7d528,2025-09-22 19:35:40,STATION_14,E028,ENGINE 028,OVERTIME
"[""FD3772"", ""FD6774"", ""FD5480"", ""FD7925""]","[""Sarah Cabrera"", ""Daniel Navarro"", ""Maria Dyer"", ""James Alexander""]",2025-09-10 00:57:08,480,"607 W McGraw St, Seattle, WA 98109","[""PARAMEDIC""]","[""Lauren Howell""]",6025517a-8994-4ff2-a773-cb8de9760dfd,2025-09-09 16:57:08,STATION_8,B034,BATTALION 034,OVERTIME
"[""FD6602"", ""FD9261"", ""FD9703""]","[""Kari Warren"", ""Sally Brooks"", ""Gary Lee""]",2025-08-31 10:06:27,480,"132 NW 63rd St, Seattle, WA 98107","[""PARAMEDIC""]","[""Alice Cook"", ""Monique Thomas""]",306df19e-2c37-4d89-becd-f62a03322dac,2025-08-31 02:06:27,STATION_12,A032,AID 032,REGULAR
"[""FD2477"", ""FD9099"", ""FD8441"", ""FD7011"", ""FD4580"", ""FD4060""]","[""Gregory Ward"", ""Casey Stone"", ""Daniel Werner"", ""Jason Perez"", ""Michael Gill"", ""Shannon Watson""]",2025-09-03 11:55:14,480,"1102 S Weller St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Carol Collins""]",915f9d5c-9ba2-443c-bfae-9a55ef49c7be,2025-09-03 03:55:14,STATION_12,E036,ENGINE 036,OVERTIME
"[""FD3870"", ""FD7030"", ""FD5855""]","[""Roger Taylor"", ""Elizabeth Williams"", ""Marie Bradley""]",2025-09-25 23:45:58,720,"394 E Madison St, Seattle, WA 98112","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Robert Perry"", ""Sandra Wilkins""]",80466483-b678-4449-b16f-fe9b783ee0eb,2025-09-25 11:45:58,STATION_30,B024,BATTALION 024,OVERTIME
"[""FD9556"", ""FD3391"", ""FD1444""]","[""Corey Banks"", ""Troy Ruiz"", ""Jennifer Houston""]",2025-09-24 07:01:48,1440,"818 Pine St, Seattle, WA 98102","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Matthew Stewart""]",91a73c69-3634-4986-b29f-7f99daef4ef7,2025-09-23 07:01:48,STATION_24,A014,AID 014,REGULAR
"[""FD6593"", ""FD3313"", ""FD7808"", ""FD3088""]","[""Heather Long"", ""Sharon Booth"", ""Jamie Martin"", ""Andrew Smith""]",2025-09-08 14:29:30,600,"1686 Yesler Way, Seattle, WA 98101","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Mason Garcia""]",a574942a-8645-47de-9aac-f427813bff73,2025-09-08 04:29:30,STATION_34,A003,AID 003,OVERTIME
"[""FD4932"", ""FD5534""]","[""Jeffrey Hampton"", ""Cody Nixon""]",2025-09-18 00:15:48,480,"228 4th Ave, Seattle, WA 98101","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Beth Morgan"", ""Madison Roman""]",1813c261-370a-4548-95d1-ba789dc63ece,2025-09-17 16:15:48,STATION_30,A013,AID 013,REGULAR
"[""FD9129"", ""FD7424""]","[""Benjamin Suarez"", ""Kristina Reilly""]",2025-09-19 18:20:31,600,"261 Columbia St, Seattle, WA 98101","[""PARAMEDIC""]","[""Jonathan Smith"", ""William Lopez""]",f74a6913-d6f6-4867-a01d-e028e2ab29e3,2025-09-19 08:20:31,STATION_20,M004,MEDIC 004,OVERTIME
"[""FD3160"", ""FD8692""]","[""Joanna Smith"", ""Taylor Ponce""]",2025-09-19 06:18:32,600,"141 NW 95th St, Seattle, WA 98107","[""FIREFIGHTER""]","[""Jessica Lawrence""]",63ea2c0a-3ceb-49dd-a3b4-61964ac91921,2025-09-18 20:18:32,STATION_23,M002,MEDIC 002,OVERTIME
"[""FD6204"", ""FD7775"", ""FD5723"", ""FD8757""]","[""Katherine Mercer"", ""Sherry Sweeney"", ""Pamela Garcia"", ""Jessica Myers""]",2025-09-05 12:53:27,480,"1944 SW Edmunds St, Seattle, WA 98106","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Richard Harvey"", ""David Robinson""]",c509a27b-b491-4048-a95e-be9a97fe758c,2025-09-05 04:53:27,STATION_23,M004,MEDIC 004,REGULAR
"[""FD2783"", ""FD1374""]","[""Bonnie Herrera"", ""Lisa Waters""]",2025-09-04 16:57:34,1440,"1281 N 55th St, Seattle, WA 98103","[""FIREFIGHTER""]","[""Shawn Mendez"", ""Andrew Patterson""]",ff0b36b1-4de8-4fcc-88cb-1a91f54bd6a4,2025-09-03 16:57:34,STATION_35,B021,BATTALION 021,OVERTIME
"[""FD8833"", ""FD8428""]","[""Melissa Wilson"", ""Michael Dominguez""]",2025-09-05 14:31:50,720,"114 S Rose St, Seattle, WA 98108","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Jason Underwood""]",27931138-6341-41d7-a7fb-988b227f361c,2025-09-05 02:31:50,STATION_22,B010,BATTALION 010,REGULAR
"[""FD4522"", ""FD6306"", ""FD8439""]","[""Rita Obrien"", ""Brandon Green"", ""Anthony Sanders""]",2025-09-02 20:21:10,480,"1546 Madison St, Seattle, WA 98101","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Christina Sandoval""]",3a059450-f634-40b7-89ea-612748280261,2025-09-02 12:21:10,STATION_18,A005,AID 005,OVERTIME
"[""FD6114"", ""FD4384"", ""FD8982""]","[""Sherri Chavez"", ""Carmen Peters"", ""Douglas Cooper""]",2025-08-30 03:19:44,480,"1142 3rd Ave S, Seattle, WA 98104","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Greg Peters""]",ae1b909b-c84f-4f6e-beb6-d5979f7788c6,2025-08-29 19:19:44,STATION_25,A004,AID 004,REGULAR
"[""FD7114"", ""FD4595""]","[""Calvin Herrera"", ""Alicia Olson""]",2025-09-22 03:10:46,600,"695 NW 64th St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Adrian Whitaker""]",595b826b-9b51-46e7-b9c3-e1ed1679abe7,2025-09-21 17:10:46,STATION_32,A010,AID 010,REGULAR
"[""FD1042"", ""FD5565"", ""FD7404"", ""FD7305""]","[""Jose Jackson"", ""Kim Hobbs"", ""Lisa Baker"", ""Jonathan Bush""]",2025-09-08 08:29:20,480,"881 N 45th St, Seattle, WA 98103","[""COMPANY_OFFICER""]","[""Joseph Hernandez""]",fe88f6d1-1ae9-43e5-953f-446b6ad476ec,2025-09-08 00:29:20,STATION_19,B006,BATTALION 006,REGULAR
"[""FD4226"", ""FD3475""]","[""Elizabeth Jimenez"", ""Joshua Mclean""]",2025-09-23 20:34:35,720,"1448 NW 57th St, Seattle, WA 98107","[""FIREFIGHTER""]","[""Charles Carson""]",1b9db12b-f81e-43f9-a664-180c35ed5444,2025-09-23 08:34:35,STATION_21,B005,BATTALION 005,OVERTIME
"[""FD6667"", ""FD9050"", ""FD4817""]","[""Mark Scott"", ""Lisa Moore"", ""Monica Wright""]",2025-09-21 22:05:58,720,"286 W Blaine St, Seattle, WA 98109","[""FIREFIGHTER""]","[""Brenda Robinson""]",cbe4cea2-ac20-4586-8532-1ca118601d7d,2025-09-21 10:05:58,STATION_7,B023,BATTALION 023,OVERTIME
"[""FD9513"", ""FD7369"", ""FD6760"", ""FD4648"", ""FD6710""]","[""Jasmine Simpson"", ""Raymond Bradley"", ""Andrew Ruiz"", ""Pamela Mcintyre"", ""Jacob Fowler""]",2025-09-04 02:10:46,480,"347 NW 58th St, Seattle, WA 98107","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Robert Johnson"", ""Justin Jackson""]",082e75c2-818c-4614-91cf-a45f6ace029d,2025-09-03 18:10:46,STATION_16,L010,LADDER 010,REGULAR
"[""FD6910"", ""FD7891"", ""FD3486"", ""FD7302""]","[""Andrea Smith"", ""Joseph Young"", ""Linda Le"", ""Daniel Christian""]",2025-08-30 00:16:43,1440,"1485 S Idaho St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""David Hansen"", ""Bonnie Franklin""]",bd39a52f-f88f-4757-baab-677c16ec10a2,2025-08-29 00:16:43,STATION_34,A020,AID 020,REGULAR
"[""FD1165"", ""FD4248"", ""FD6799""]","[""Samuel Lopez"", ""Melissa Edwards"", ""Alexander Rowe""]",2025-09-03 09:21:31,1440,"810 E Harrison St, Seattle, WA 98112","[""COMPANY_OFFICER""]","[""Billy Jones"", ""Lindsay Larson""]",6b218299-1199-4f3f-9635-d636c3aa27b6,2025-09-02 09:21:31,STATION_8,B015,BATTALION 015,OVERTIME
"[""FD4092"", ""FD5596"", ""FD4427"", ""FD5767"", ""FD3705"", ""FD8546""]","[""Samantha Roy"", ""Matthew Martin"", ""James Miller"", ""Timothy Jackson"", ""Christine Fleming"", ""Zachary Martin""]",2025-09-05 07:49:53,720,"1823 N 35th St, Seattle, WA 98103","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Jonathan Cervantes""]",d2e41278-ae7e-4634-b905-b2c0178be85d,2025-09-04 19:49:53,STATION_34,E024,ENGINE 024,REGULAR
"[""FD9917"", ""FD5661"", ""FD7185"", ""FD3705"", ""FD8732"", ""FD7787""]","[""Jeffrey Lee"", ""Jerry Andrews"", ""Wendy Sullivan"", ""Bryan Velasquez"", ""Amanda Castillo"", ""Robert Stephens""]",2025-09-07 11:48:29,720,"1843 15th Ave NE, Seattle, WA 98105","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Thomas Jackson""]",64605e83-8ee1-43c4-9862-cd8845a42b26,2025-09-06 23:48:29,STATION_11,E002,ENGINE 002,REGULAR
"[""FD4427"", ""FD5485"", ""FD5437""]","[""James Miller"", ""Kyle Anthony"", ""Anthony Young""]",2025-09-03 04:36:34,720,"162 W Blaine St, Seattle, WA 98109","[""FIREFIGHTER""]","[""Angela Moore"", ""Andrew Jackson""]",a1a067ba-fbe9-4019-9504-920463a476b2,2025-09-02 16:36:34,STATION_7,M021,MEDIC 021,OVERTIME
